,job_title,company,location,summary
973,Sales Operations Support,Monotype,"Woburn, MA 01801","Scope
Monotype is a leading global provider of typefaces, technology and expertise that enable the best user experiences and ensure brand integrity. We offer one of the world’s largest and most highly regarded typeface libraries, as well as innovative solutions that bring the power of type to life. We help a wide range of customers – including consumers, creative professionals, web developers and device manufacturers – to create, distribute and consume beautiful, clear content.
Monotype seeks a Sales Operations Support Representative to join our team. This position is responsible for processing worldwide royalty reporting activities and contract processing. Leveraging internal processes and systems, this role is centered on the insurance that all contracts and royalty orders are processed appropriately and efficiently. This role will manage the order processing and administration of the royalty order process and collection and tracking of royalty reports plus processing contracts through our internal and external systems.
Responsibilities
Royalty Report Processing:
Record royalty reports when received recording under the correct agreement. Ensure royalty report is consistent to prior report.
Review invoice request for completeness then submit royalty reports to finance for invoicing. This must be done processed within strict timeframes to meet required deadlines.
Email reminders to customers if the report is not received as required.
Work through any complex or customer sensitive items with the sales person
 Contract Processing:
Ensures all contracts are processed through our internal approval process and successfully distributed to the contract signer and the internal employee when fully executed.
Follow the contract policy and export policy carefully to ensure it is adhered to as required.
Work with the contract signer and the vendor/customer and prioritize as needed.
Requirements
Associates degree or equivalent experience required. 1 to 3 years contracts administration or royalty reporting experience preferred.
General knowledge of Salesforce or other CRM databases and experience entering and tracking customer information through such systems.
Proven track record of meeting/exceeding performance expectations.
Previous experience working with Sales and Finance to achieve corporate sales requirements.
Ability to handle multiple tasks and priorities and work within deadlines.
Very good written and verbal business communication skills.
Flexible in regards to learning Direct order processing, backing up during quarter end."
974,Angular Developer,Aquinas Consulting,"Boston, MA","If you'd like to work for a20 year established company that is redoing their entire IT Infrastructure with nothing but the latest technology this may be the opportunity you have been looking for. The pure excitement of a Start-Up with all the stabiity of an large profitable entity......The opportunity revolves around a Major E-Commerce initiative with SCALE as the top priority !!
What you’ll do
Developing and supporting applications on the AngularJS platform Supporting and enhancing existing UI for the ecommerce Platform Development and execution of clean, well-organized code Designing API layers for cross-application communication Contribute in all phases of the software development lifecycle Optimize the back-end software for speed and scalability Work with common third-party APIs (Google, STRIPE, etc.) Apply problem solving techniques to design database changes Collaborate and communicate effectively with colleagues Who you are
You have worked with AngularJS within a professional setting and would be comfortable recommending best ways to develop using Angular You have extensive API with MVC experience You have a lot of experience in: HTML, CSS, JavaScript, and JQuery You have a strong grasp of security principles and e-commerce applications Scalable web applications are something you are comfortable developing You have a proficient understanding of SVN and Git andDeep expertise with Web Services (REST, SOAP, etc)"
975,Senior Front End Web Developer,Cannon Search Partners,"Andover, MA","Direct hire opportunity for a senior level Front End Web Developer with strong coding skills and extensive UI development experience. Primary responsibilities will include leading UI design and front end web development projects as well as managing changes to the CMS system. This is a fully hands-on role for a leader who enjoys coding, wireframing new concepts and working with web development team to bring the marketing group’s vision to fruition. Need a balanced individual who is comfortable with hands-on development, has an eye for design and can set the pace for the development group, leading by example.


Work at one of the North Shore’s top-rated employer’s and join a team in growth mode, using latest and greatest web technologies in a collaborative environment. Benefits include generous vacation plan, subsidized parking and excellent health benefits.


REQUIREMENTS:

5-7+ years experience in professional UI development and web design.


Expert level skills: HTML, CSS, javascript, AngularJS, Node and/ or jQuery.


Expertise creating wireframes, prototyping, and user mockups.


Strong application design and architecture experience.


AWS or Azue platform experience preferred.


CMS experience and creative thinking skills and adept problem solving ability.

Excellent communication skills (both written and verbal).

Bachelor Degree in Computer Science preferred.


Keywords: UI Developer, Web Developer, HTML, CSS, Angular, AngularJS, javascript, Web Developer, CMS


Hiring now! For immediate consideration email Rick Johanson at email: rick.johanson@cannonsearch.com"
976,Java Developer with WordPress Experience,Shared Technology Services Group,"Boston, MA","In this position, you will be part of a team of Software Engineers who are engaged in a large scale effort to design, develop, implement and support web based insurance applications. You will implement robust business applications to help us sell our insurance products, interact with our customers, communicate electronically with our agents. You will be expected to maintain awareness of internet trends, technologies and best practices. You must be adept at problem solving, workflow analysis, interpersonal relations, and have excellent oral/written communications skills. You must have the ability to direct others while promoting a spirit of partnership and collegiality across administrative and functional areas of the company. You will be expected to contribute with hands on development. You will also help the architecture team support IT Business Strategy in the context of projects.

Responsibilities Include:
Researching, analyzing, designing, proposing, and delivering solutions that are appropriate for the business and technology strategies.
Conceive solutions and develop solutions.
Work with business and development teams to implement these.
Participation on multiple project teams, including creating value with technology, designing and modeling solutions, component identification, quality reviews, and adherence to guidelines and procedures.
Researching and evaluating software/hardware products to assist in project development and operational support activities.
Work with Architecture team in researching industry trends and directions.
Recommending new tools, methodologies, technologies, data and platforms.
Supporting the selection of tools and components used for an IT project.
Analyzing the current architecture to identify weaknesses and develop opportunities for improvements such as expanding capacity, predictability, reducing time & cost, and increasing effectiveness.

Qualifications:
6 to 10 Years of experience in developing solutions.
Java 8 extensive experience.
Spring framework experience is required.
Experience with developing front end apps [JavaScript/HTML5/CSS3/JQuery].
AngularJS, NodeJS, NoSQL experience.
Strong J2EE and SOA Experience required.
Any ESB, or Mule/or Camel experience.
WordPress experience is required.
EAP 6/7, WebSphere and Tomcat experience.
Drools rules engine.
Excellent communication and interpersonal skills.
Property & Casualty experience a plus.
Docker experience is preferred.
Experience with IBM Bluemix/Watson, Alexa API, Google Home, Facebook Messenger BOT API, Market API is a plus.
Need to be a self-starter and able to work independently with minimal supervision.

Education:
Bachelor’s Degree

The Plymouth Rock Company and its affiliated group of companies write and manage over $1 billion in personal and commercial auto and homeowner’s insurance throughout the Northeast and mid-Atlantic, where we have built an unparalleled reputation for service. We continuously invest in technology, our employees thrive in our empowering environment, and our customers are among the most loyal in the industry.

The Plymouth Rock group of Companies employs more than 1,600 people and is headquartered in Boston, Massachusetts. Plymouth Rock Assurance Corporation holds an A.M. Best rating of ""A-/Excellent""."
977,Junior developer,Diverse Lynx,"Lowell, MA","Good programming skills using Java.
Proficiency with SQL, relational databases, and basic database schema design
Experience with a unit testing framework (JUnit)
Agile and pair programming experience a plus (Must be willing to work on pair programming).
Scripting language (Perl, Python, Bash) experience a plus
Linux/Unix experience a plus

Disclaimer: This web page contains privileged and confidential information intended only for use by a potential job seeker. If you are not the intended recipient of this information, you are hereby notified that you may not disseminate, copy or take any action based on the contents published here."
978,Senior Applications Developer,Eliassen Group,"Quincy, MA","Job ID: 303225
Contract Length: 6+ Months
Our well known client is seeking a Senior Applications Developer to join their team.
Who You Are:
Must understand IT governance, to include incident, issue, change, and asset management
Scripting language knowledge
CA proprietary tools
Must understand the CA MBD structure and relational dependencies
Able to provide application technical support, troubleshooting, and training
Required Skills & Experience:
Design and data modifications
Web modifications, including HTML
Database modifications
Reporting, including database tools for data extraction and reporting
Key Performance Indicators (KPI’s)
Aging reports
Inventory reporting
Data maintenance
Contact input
HR/CMS
LDAP/AD
Client supplied information
Asset Input
xAssets (discovery tool)
SolarWinds
Verizon
Client Supplied information
Application Security (Internal)
Role and data access
About Eliassen Group:
Eliassen Group provides strategic talent solutions to drive our clients’ innovation and business results. Leveraging nearly 30 years of success, our expertise in IT staffing, Agile consulting, creative services, managed services, and life sciences enables us to partner with our clients to execute their business strategy and scale effectively. Headquartered in Reading, MA and with offices from coast to coast, Eliassen Group offers local community presence, deep networks, as well as national reach. For more information, visit http://www.eliassen.com.
Eliassen Group is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
Don’t miss out on our referral program! If we hire a candidate that you refer us to then you can be eligible for a $1,000 referral check!"
979,Senior Java/Scala Developer,OUTFRONT media,"Boston, MA","The Senior Java/Scala Developer will work as part of a new team within OUTFRONT, as a member of our growing Technology team.

As a senior contributor within this cross-functional team, you will be instrumental in the transformation of public spaces into an immersive, dynamic, and interactive medium. In this role, you will be responsible for designing and implementing the necessary software platform components, helping to build an industry-leading team of developers, and mentoring more junior developers in their efforts to deliver that platform.
Bachelors or Masters degree in CS, EE, CSE, or equivalent
5+ years experience across a variety of web services stacks
3+ years experience with implementing web services in Java
3+ years experience with relational databases (familiarity with NoSQL and ElasticSearch is a plus)
2+ years experience with Scala or other languages with strong FP features
2+ years experience with cloud providers such as AWS
Experience with implementing global optimization algorithms
Experience with and a preference for Scrum/Scrumban processes built around github flow
Location: Boston, NYC
To all Recruitment Agencies: OUTFRONT Media LLC does not accept agency and unsolicited resumes. Please do not forward resumes to our OUTFRONT Media employees or any other company location .
OUTFRONT Media is not responsible for any fees related to unsolicited resumes.
OUTFRONT Media Is An Equal Opportunity Employer
All applicants shall receive equal consideration without regard to race, color, religion, gender, marital status, gender identity or expression, sexual orientation, national origin, age, veteran status or disability. Please refer to the OUTFRONT Media Affirmative Action policy statement."
980,"PROJECT MANAGER, Marketing & Communications, Interactive Design",Boston University,"Boston, MA","Boston University's Interactive Design division is looking for a talented, smart project manager who will assist in the definition of project scope and objectives, involving all relevant stakeholders and ensuring technical feasibility; coordinate internal resources for the flawless execution of projects; assist in development of a detailed project plan to monitor and track progress; ensure that all projects are delivered on-time, within scope and within budget. Boston Universitys Interactive Design division is an award-winning web design agency, nestled within the department of Marketing & Communications. The Interactive Design hive is always buzzing with innovative designers, wicked smart developers, and colorful copywriters, all of whom have a deep knowledge and passion for BU culture. If you want to work in a fast paced, rapidly evolving environment but, an environment that provides a terrific work life balance, we want to hear from you!

Required Skills

B.A. /B.S., or equivalent, three to five years of experience working in project management in an agency, design or development-focused organization or technology sector. Understanding of, and experience managing design driven projects with a focus on user experience needs. Solid technical background with understanding and/or hands-on experience in site builds, design projects, software development and web technologies. Some experience with Agile process is preferred. Experience preferred, but not required, with: WordPress (the development platform of BU), OmniPlan (for scheduling and estimating), ActiveColab (tasking and time tracking). Requires flexibility and adaptability to new technology in a changing environment and a thorough understanding of project management phases, techniques, and tools. Ability to prioritize multiple projects and ability to work well under pressure and on high visibility projects, and the ability to work in a fast paced, rapidly evolving environment.

Required Experience"
981,Sales Operations Support,Monotype Imaging,"Woburn, MA 01801","Scope
Monotype is a leading global provider of typefaces, technology and expertise that enable the best user experiences and ensure brand integrity. We offer one of the world’s largest and most highly regarded typeface libraries, as well as innovative solutions that bring the power of type to life. We help a wide range of customers – including consumers, creative professionals, web developers and device manufacturers – to create, distribute and consume beautiful, clear content.
Monotype seeks a Sales Operations Support Representative to join our team. This position is responsible for processing worldwide royalty reporting activities and contract processing. Leveraging internal processes and systems, this role is centered on the insurance that all contracts and royalty orders are processed appropriately and efficiently. This role will manage the order processing and administration of the royalty order process and collection and tracking of royalty reports plus processing contracts through our internal and external systems.
Responsibilities
Royalty Report Processing:
Record royalty reports when received recording under the correct agreement. Ensure royalty report is consistent to prior report.
Review invoice request for completeness then submit royalty reports to finance for invoicing. This must be done processed within strict timeframes to meet required deadlines.
Email reminders to customers if the report is not received as required.
Work through any complex or customer sensitive items with the sales person
 Contract Processing:
Ensures all contracts are processed through our internal approval process and successfully distributed to the contract signer and the internal employee when fully executed.
Follow the contract policy and export policy carefully to ensure it is adhered to as required.
Work with the contract signer and the vendor/customer and prioritize as needed.
Requirements
Associates degree or equivalent experience required. 1 to 3 years contracts administration or royalty reporting experience preferred.
General knowledge of Salesforce or other CRM databases and experience entering and tracking customer information through such systems.
Proven track record of meeting/exceeding performance expectations.
Previous experience working with Sales and Finance to achieve corporate sales requirements.
Ability to handle multiple tasks and priorities and work within deadlines.
Very good written and verbal business communication skills.
Flexible in regards to learning Direct order processing, backing up during quarter end."
982,Sales Operations Support,Monotype,"Woburn, MA 01801","Scope
Monotype is a leading global provider of typefaces, technology and expertise that enable the best user experiences and ensure brand integrity. We offer one of the world’s largest and most highly regarded typeface libraries, as well as innovative solutions that bring the power of type to life. We help a wide range of customers – including consumers, creative professionals, web developers and device manufacturers – to create, distribute and consume beautiful, clear content.
Monotype seeks a Sales Operations Support Representative to join our team. This position is responsible for processing worldwide royalty reporting activities and contract processing. Leveraging internal processes and systems, this role is centered on the insurance that all contracts and royalty orders are processed appropriately and efficiently. This role will manage the order processing and administration of the royalty order process and collection and tracking of royalty reports plus processing contracts through our internal and external systems.
Responsibilities
Royalty Report Processing:
Record royalty reports when received recording under the correct agreement. Ensure royalty report is consistent to prior report.
Review invoice request for completeness then submit royalty reports to finance for invoicing. This must be done processed within strict timeframes to meet required deadlines.
Email reminders to customers if the report is not received as required.
Work through any complex or customer sensitive items with the sales person
 Contract Processing:
Ensures all contracts are processed through our internal approval process and successfully distributed to the contract signer and the internal employee when fully executed.
Follow the contract policy and export policy carefully to ensure it is adhered to as required.
Work with the contract signer and the vendor/customer and prioritize as needed.
Requirements
Associates degree or equivalent experience required. 1 to 3 years contracts administration or royalty reporting experience preferred.
General knowledge of Salesforce or other CRM databases and experience entering and tracking customer information through such systems.
Proven track record of meeting/exceeding performance expectations.
Previous experience working with Sales and Finance to achieve corporate sales requirements.
Ability to handle multiple tasks and priorities and work within deadlines.
Very good written and verbal business communication skills.
Flexible in regards to learning Direct order processing, backing up during quarter end."
983,Angular Developer,Aquinas Consulting,"Boston, MA","If you'd like to work for a20 year established company that is redoing their entire IT Infrastructure with nothing but the latest technology this may be the opportunity you have been looking for. The pure excitement of a Start-Up with all the stabiity of an large profitable entity......The opportunity revolves around a Major E-Commerce initiative with SCALE as the top priority !!
What you’ll do
Developing and supporting applications on the AngularJS platform Supporting and enhancing existing UI for the ecommerce Platform Development and execution of clean, well-organized code Designing API layers for cross-application communication Contribute in all phases of the software development lifecycle Optimize the back-end software for speed and scalability Work with common third-party APIs (Google, STRIPE, etc.) Apply problem solving techniques to design database changes Collaborate and communicate effectively with colleagues Who you are
You have worked with AngularJS within a professional setting and would be comfortable recommending best ways to develop using Angular You have extensive API with MVC experience You have a lot of experience in: HTML, CSS, JavaScript, and JQuery You have a strong grasp of security principles and e-commerce applications Scalable web applications are something you are comfortable developing You have a proficient understanding of SVN and Git andDeep expertise with Web Services (REST, SOAP, etc)"
984,Senior Front End Web Developer,Cannon Search Partners,"Andover, MA","Direct hire opportunity for a senior level Front End Web Developer with strong coding skills and extensive UI development experience. Primary responsibilities will include leading UI design and front end web development projects as well as managing changes to the CMS system. This is a fully hands-on role for a leader who enjoys coding, wireframing new concepts and working with web development team to bring the marketing group’s vision to fruition. Need a balanced individual who is comfortable with hands-on development, has an eye for design and can set the pace for the development group, leading by example.


Work at one of the North Shore’s top-rated employer’s and join a team in growth mode, using latest and greatest web technologies in a collaborative environment. Benefits include generous vacation plan, subsidized parking and excellent health benefits.


REQUIREMENTS:

5-7+ years experience in professional UI development and web design.


Expert level skills: HTML, CSS, javascript, AngularJS, Node and/ or jQuery.


Expertise creating wireframes, prototyping, and user mockups.


Strong application design and architecture experience.


AWS or Azue platform experience preferred.


CMS experience and creative thinking skills and adept problem solving ability.

Excellent communication skills (both written and verbal).

Bachelor Degree in Computer Science preferred.


Keywords: UI Developer, Web Developer, HTML, CSS, Angular, AngularJS, javascript, Web Developer, CMS


Hiring now! For immediate consideration email Rick Johanson at email: rick.johanson@cannonsearch.com"
985,Principal Software Engineer - Azure Machine Learning,Microsoft,"Cambridge, MA","Machine learning, data science and artificial intelligence.


We are in the midst of a revolution.


Exponential growth has transformed data into a new natural resource. Every industry has focused on exploiting advanced data analytics for competitive advantage. Applications of advanced intelligence abound: identifying snow leopards in the wile, deep understanding of customer relationships, self-driving vehicles, multi-level process automation & many more.


Our team is working on the next generation of the Azure Big Data platform for data scientists. The next generation enables data scientists to build solutions for Big Data problems using the power of azure high scale compute and services combined with the latest in research from Microsoft and the open source communities.


Our culture is execution focused, collaborative, and passionate. We are looking for great, creative Engineers who can think outside the box.


Familiarity and excitement for designing and building complete full stack products and fault-tolerant services at a true high scale are key to our vision. If you are passionate about building large scale, cutting edge solutions, not limited by any given role, and building world class engineering systems and teams for the AI revolution, then there is an opportunity to join the Azure Machine Learning team in Boston.


What will you do:

Design and Build the next greatest thing in Azure Machine Learning Deliver new technology capabilities to enterprise partners and customers Expand the definition of Azure Machine Learning beyond current scope Actively develop and design UX and backend systems.
Maintain and operate services in the azure cloud.
Collaborate with other engineers and program managers to identify challenges and design solutions Leverage existing open source tools and libraries in your day-to-day work.
Be a leader in the organization Mentor engineers in the team.


Who are you:

You have at least a BS degree in Computer Science or Engineering or equivalent.
You have 10+ years of experience in software engineering.
You have experience writing distributed, high scale services.
You are familiar with many open source tools and libraries and engaged with the community.
You have implemented non-trivial web-based GUI’s and supporting backends.You have a strong background in leading teams and making others greatYou work and collaborate well with executives and customersYou are an excellent developer who enjoys writing code and tests.
You have experience with Data Science, Machine Learning, and AI

Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request to askstaff@microsoft.com.

xCloudAIx
xAzureMLx"
986,Senior Software Engineer - Flexible / Boston,Resource Technology Partners,"Boston, MA","My client is revolutionizing an industry with a powerful platform of inter-connected applications that allow architects, construction industry professionals and corporate owners to collaborate better and leverage the power of 3D / VR coupled with Big Data to dramatically improve project delivery, increase quality, reduce risk, and increase margins.


You will be building out the next-generation of a brand new suite of rich mobile/web applications


I am working with the Director of Engineering who I have worked with for the past few years looking for one or two Senior Web Developers who are excited about solving challenging development problems and delivering high-quality software.


Qualifications:

· BS/MS in computer science or equivalent experience

· At least 7 years experience in web application development

· Strong understanding of object-oriented programming, the MVC paradigm

· Experience working with Agile teams and SCRUM principles

· Strong knowledge of the web application architectures, trends, and emerging technologies

· Relational database experience

· Experience with Amazon Web Services desirable


Technologies you will work with:

· Ruby on Rails/Python/Node.js (Moving away from RoR)

· MySQL/PostgreSQL

· Git

· Modern JS technologies (React, Angular, Knockout, jQuery, AJAX, etc.)

· redis

· SOLR

· AWS


If you are interested in hearing more about the role and company please connect with me on LinkedIn and send me a message regarding your interest OR you can send me an email here with an updated copy of your resume as well as the best time and number to reach you for a quick call.


- Justin Wissman

https://www.linkedin.com/in/justinwissman"
987,SaaS / Cloud Developer Lead,IMP Consulting,"Boston, MA","Responsibilities
IMP is looking for a highly motivated and self-driven SaaS Developer Lead to join IMP's Innovative Technology Practice. You will contribute to the technical development of IMP's service offerings for our high-profile investment management clients. Your role will be not only to help us develop existing applications, but to architect new and innovative tools and solutions to help deliver our consulting projects on time and on budget.
You will participate in technical and design discussions with senior management team members and manage the development lifecycle from prototype to release. You will also work closely with our team to accelerate time to market for new tools and technical solutions while keeping abreast of key technology developments.

Ideal candidate will have knowledge of/experience in:

Cloud infrastructure technologies
Deploying, running and managing web applications
Release management and versioning/source control
Test planning with automated testing solutions
Virtual environments and datacenters
Troubleshooting software systems, optimizing performance, resolving problems, and providing follow-up on all issues and solutions
Working on complex projects that require subject matter expertise
Software engineering best practices

Desired skills/knowledge

Expertise in Agile development, SCRUM
C#, Java, JavaScript, HTML 5, MS Visual Studio
SQL queries and basic SQL DB management (creating tables, views, triggers and stored procedures)
Experience in developing ASP.NET web applications
DevExpress ASP.NET experience preferred
Experience in Microsoft Azure

Requirements

Undergraduate Degree from an Accredited College or University in Computer Science or related field
Minimum of 5 years of professional experience developing SaaS based applications
Excellent technical design, problem solving, debugging and communication skills
Solid written and oral communication skills

Location
Boston, MA - up to 10% travel may be required.
Benefits

Medical and Dental Insurance
401k with company match
Paid time off (holidays, vacation and sick days)

Application Instructions
Interested candidates should apply with a cover letter and resume (Gail Blandford, Director of HR & Recruiting).
Company Description
IMP (Implementation Management Professionals) is a Boston-based consultancy in the investment management technology space. IMP offers advisory services, system review and selection, and implementation projects across the front, middle and back-office. Known for our deep subject matter expertise in trade order management, compliance, performance and accounting systems, IMP's Consultants understand the commercial landscape and have specialized hands-on experience with the world's leading investment software products. For over a decade IMP has provided customized solutions for asset managers, hedge funds, mutual funds, insurance companies, and global banks that span from hedge funds managing $100 million in assets under management (AUM) to asset management firms with over $2 trillion in AUM."
988,Dynamics AX Application Support Administrator,Insulet Corporation,"Billerica, MA 01821","Position Summary
The AX Administrator is a member of the Insulet AX team and reports to the ERP Development Manager. Working in a dynamic and collaborative team environment, the role supports the health and maintenance of both production and non-production Dynamics AX environments. The ideal candidate will have demonstrated ability in the installation, administration and support of Microsoft Dynamics AX.
Responsibilities
Environment ManagementWork with hosting provider to troubleshoot application and environment issues within the Microsoft AZURE Cloud
Work with hosting provider to create new and decommission obsolete environments
Coordinate/maintain service accounts with OPS team
Deploy, manage and maintain SSRS & Management Reporter.
Install/configure any relevant Third Party ISV solutions
Build Management
Perform builds and maintain build automation (PowerShell)
Deploy builds (model store) to nonproduction environments
Coordinate with hosting provider to deploy builds to production
Application Administration
Assist Help Desk engineers and developers to troubleshoot application issues in all environments
Coordinate with EDI and web services trading partners/vendors.
Performance monitoring and improvements
Security
Develop, maintain and enforce security policies and procedures aligned with best practices for segregation of duties and lead other process improvement initiatives.
Management and review of security logs and table permissions framework (TPF).
Manage security in the (AIF) Application Integration Framework as needed.
Education and Experience
Bachelor’s Degree in Computer Science or Business Administration.
5+ years of system and/or application administration experience.
Solid knowledge of Dynamics AX 2012 core administration concepts.
Knowledge of SQL and RDBMS concepts.
Excellent oral and written communication skills.
Good documentation skills, procedures, design specs, test scripts, training documents etc.
Minimum of 2 years’ experience with Microsoft Dynamics AX.

Required Skills/Competencies:
Strong analytical and problem solving skills.
Ability to work on multiple projects in a fast pasted, dynamic environment.
Self-motivated with the ability to prioritize, meet committed deadlines and managing changing priorities.
Demonstrate a willingness to learn.
Basic knowledge of PowerShell.
Ability to monitor AX performance, workflow, batch and AIF processes

Desired Skills/Competencies:
MS Certifications.
Fundamental X++ knowledge. .
Expertise in PowerShell.
Familiarity with standard AX version control (TFS) and build processes.
Understanding with Microsoft Azure and AX deployment"
989,"Principal Full-Stack Engineer (MEAN, React JavaScript)",Strategic Employment Partners,"Boston, MA","MEAN stack Web Developer (Lead or Principal level)
Have you ever thought about what it would be like to work for a cutting-edge startup working with the latest technologies, but then worried about how stable the company would be? Most software engineers have had to choose between two vastly different working environments until now! An up-and-coming technology incubator group embedded within a brand-name organization is urgently hiring for an open-source JavaScript Full-stack Web Developer. Interviews are taking place so please apply now to learn more about this once-in-a-lifetime opportunity!
Location: Boston, MA (near Copley Square)
Salary: $130K - $140K + Bonus, 401K with matching and top of the line benefits!

Skills:

7+ years of professional experience as a Web Developer / Software Engineer, ideally working in a cloud-based environment
Experience developing Single Page Applications (SPA) using HTML (HTML5), CSS (CSS3), and JavaScript
Strong JavaScript experience and familiar with many modern JavaScript frameworks
Client side JavaScript experience in AngularJS or React / Redux, and server side JavaScript with Node.js
MEAN stack development experience with knowledge in MongoDB or other NoSQL technologies
Must have a strong background working in a Scrum / Agile environment

Come work with similar technology-minded folks who care about creating clean, quality code within a company that is going through a technology revolution!"
990,"Software QA Analyst, Officer",State Street,"Quincy, MA 02169","The Software QA Analyst Officer position is for a software professional working on Enterprise Servicing Platform (ESP) related initiatives. ESP is a critical component of State Street solutions for IMS ORI and Global Services clients. The position requires a strong background in application development and testing and a good understanding of leading IT technologies in particular RDBMS and Web Development. The work requires a candidate to be competent in all aspects of the software development lifecycle.
The successful candidate will be expected to collaborate with peers on cross functional teams (primarily agile) to deliver a high quality solution. The candidate will work directly with the project team to understand the business requirements that will help define the overall test strategy and test plans and execute test cases via automated tools. The candidate will also interact with peers in the QA organization to proactively determine and resolve upstream and downstream impacts.
The candidate is expected to be hands on working directly with users and analysts and developers to understand business processes and the applications under test. You will be an important participant in the success of the corporation in delivering high quality software to our clients.
In this role the candidate will:
•Develop specific tests for each application encompassed in the full system the related integration of applications and user acceptance level testing: both manual and automated tests as warranted
•Provide guidance and direction to program managers end users and technical staff on internal or external factors that impact test strategy
•Participate in the metrics gathering process in order to propose and implement ongoing improvements
•Ensure proper procedures and controls are in place throughout the testing process
•Participate in production implementation “walkthroughs” for complex implementations as needed
•Participate in production check out activities for complex implementations as needed
Preferred Experience:
Bachelors Degree in an applicable field
Minimum 3 years experience in an applicable field
•Previous financial services experience and demonstrated understanding of relevant State Street business processes and systems (i.e. trading operations risk etc.)
•Strong attention to detail
•Quality assurance experience in a software environment through all stages of product development
•Proven problem solving and communication interpersonal and analytical skills.
•Ability to manage multiple deadlines
•Experience with software engineering standards metrics and quality assurance principles.
•Knowledge of automated testing tools
•Competent SQL query skills and experience working with database technology.
•Knowledge of defect tracking systems and their effective usage environment.
•UNIX LINUX or other open systems operating system knowledge and experience."
991,Director/Manager Web Marketing,XebiaLabs,"Burlington, MA 01803","XebiaLabs is seeking a creative and driven player/coach to oversee our global website presence. The ideal candidate will have a passion for bringing design, messaging, and web technology together into one frictionless and modern user experience. You will develop and execute our online presence across all channels, including websites, landing pages, and microsites and will provide leadership for a cross-functional team. The successful candidate will have a proven track record of managing, designing, implementing and measuring the online presence of a growing technology brand.


Responsibilities
Lead our online presence and brand experience
Ensure highly optimized web traffic and conversions
Build a strong presence and user experience across all online channels
Implement frictionless user experience from first website hit to sign-up and optimize web lead generation and conversions
Drive multiple website design and development projects including integration with other systems
Develop global web appearance, architecture and strategy including SEO/SEM
· Manage all aspects of our web presence hands-on and across a cross-functional team
· Monitor, analyze and report on website performance
Requirements
5-10 years web marketing experience
Up-to-date with the latest trends and best practices in online marketing and measurement
Highly creative with experience in identifying target audiences and devising digital campaigns that engage, inform and motivate
Strong project management skills with proven track record in effectively combining messaging, creative and technology
Deep understanding of web technologies balanced with an eye for outstanding design
Experience managing multiple websites including microsites, multi-language and multi-device sites
Fanatical about frictionless user experience of the website· Hands-on design and online content optimization experience
Experience with CMS (e.g. WordPress, Drupal), HTML5, CSS3 / SASS, JS / jQuery, PHP, MYSQL, Bootstrap and a strong understanding of responsive design practices
In-depth SEO /SEM and web performance reporting (Google Analytics)
Experience with integrating websites with other systems including marketing automation and other back-end applications
Aptitude for pulling meaning and direction from data. Capacity to handle large data sets and to have a knack at boiling them down to meaningful direction that drives action and success
Technical proficiency necessary to credibly lead other with success in team management including: hiring, developing, coaching, delegating tasks and managing resources
Strong team player who thrives in diverse teams and a dynamic high-growth environment
Relevant degree and experience in the B2B technology market
About XebiaLabs
Delivering software applications to production faster and more reliably has become imperative to the future success of any business. XebiaLabs was founded in the early days of DevOps to help large companies accelerate their software releases with more reliability no matter how diverse the infrastructure or how complex the processes.


Top ranked by leading industry analysts, our enterprise DevOps platform has been adopted by the largest and most demanding companies in the world, providing them with the intelligence, automation and control they need to deliver software faster and with less risk. Our team includes some of the early DevOps visionaries and thought leaders who literally wrote the book on Continuous Delivery. Our industry veterans are passionate developers and enterprise IT pros who know how to connect the dots for enterprise scale DevOps.


Headquartered in the US, founded in the Netherlands, with additional offices in the UK, France, Germany and India, XebiaLabs has been on an exponential growth trajectory, and is propelled by the excellence of its employees. Join a team of fun and driven professionals as we help shape the DevOps market and develop the next generation of DevOps software!


Applications and Information:
Please send your resume to careers@xebialabs.com"
