,id,url,location,job_title,company,summary
220,220,http://www.indeed.com/rc/clk?jk=9a8d873e6d16d266&fccid=5cf515b6d3e65482&vjs=3,"Austin, TX",Web Developer,Q2ebanking,q2 is seeking an organized customer focused web developer to work on a multitude of varying projects utilizing skills in html javascript css and other front end web technologies. the right individual for this role must be a strong collaborator who is a skilled programmer and creative problem solver. in addition they will be able to create web graphics assist in styling web applications in collaboration with ui designers and work with it development product and sales. responsibilities work with web designers as well as the project management team to develop test implement and maintain web based application systems within proposed time frame troubleshoot system problems issues and look for ways to improve the application manage website design development projects from concept to completion utilize git for managing source controlled projects may interact directly with the client during web projects depending on department and role ability to create responsively designed websites from mockups to finished site train end users in the use of our content management system depending on department and role serve as functional experts on html javascript css cms platforms and design related issues a moderate degree of creativity and latitude is expected responsible for ensuring that all security availability confidentiality and privacy policies and controls are adhered to experience and knowledge typically requires two years’ minimum experience developing websites extensive experience in html css javascript and relevant web standards experience with git or familiarity with source control in general experience with drupal and or wordpress or other similar content management systems basic sql knowledge experience with adobe photoshop is a plus experience with any of the following is a plus wcag accessibility php responsive design techniques scss sass jquery drush foundation or similar front end frameworks candidate should be reasonably comfortable working with a terminal command line self starter with strong self management skills ability to communicate directly with peers managers and clients while leading development to a completed and successful solution strong organizational skills to manage multiple timelines and complete tasks quickly within the constraints of clients’ timelines and budgets ability to organize and manage multiple priorities
221,221,http://www.indeed.com/rc/clk?jk=19634e7c365e7728&fccid=142783ac2edbe56b&vjs=3,"Seattle, WA",WEB DEVELOPER,University of Washington Medical Center,"add job to cart apply for this job web developer req # 153086 department uw bothell information technologies job location uw bothell posting date 02 07 2018 closing info open until filled salary salary and benefits are competitive. salary is commensurate with qualifications and experience. shift first shift notes as a uw employee you will enjoy generous benefits and work life programs. for detailed information on benefits for this position click here. as a uw employee you have a unique opportunity to change lives on our campuses in our state and around the world. uw employees offer their boundless energy creative problem solving skills and dedication to build stronger minds and a healthier world. uw faculty and staff also enjoy outstanding benefits professional growth opportunities and unique resources in an environment noted for diversity intellectual excitement artistic pursuits and natural beauty. all of which has allowed the uw to be nationally recognized as a “great college to work for” for four consecutive years. the university of washington bothell is one of the most dynamic public universities in the state of washington. we offer a participatory student experience grounded in hands on learning close relationships with faculty members as teachers and mentors and the personalized support of staff who are dedicated to student success. the academic work of the campus focuses on cross disciplinary research and creative practice connected learning and community engagement. uw bothell’s current enrollment is approximately 5 500 students. more than 90 percent of undergraduates are from washington state and approximately half are first generation college attendees or come from underrepresented groups. located along wetlands and a river north of seattle uw bothell builds vibrant regional partnerships creates and disseminates new knowledge and prepares students for leadership throughout washington and beyond. diversity is a core value of university of wa bothell. we believe the power of diversity enriches all of us by exposing us to a range of ways to understand and engage with the world identify challenges and to discover design and deliver solutions. to learn more read our diversity statement. uw bothell information technologies has an outstanding opportunity for a web developer – application development job description enhance production systems clearly define and document application requirements for requested system enhancements. estimate number of hours to build a solution based on the approved design. build system based on approved designs and review with lead and or senior software engineer. report work against assigned tasks. complete unit testing and notify qa of readiness for integrated testing. resolve defects based on feedback from the qa analyst. deploy solutions upon successful completion of testing. support production systems – internal and external websites and web applications contact system users to understand any reported issues or concerns with existing production systems. determine whether the reported issues are a defect or a request for enhanced functionality. support and maintain systems within the established service level agreement for the applicable system. design and implement appropriate fixes following established design build standards and operational processes and procedures for the team. document production systems create documentation of assigned production systems per established documentation standards. maintain documentation over time as systems are enhanced. review documentation with software engineer to ensure accuracy and completeness. team operational improvements projects collaborate with the team lead engineer and or team manager to implement desired operational improvements based on the project plans. requirements bachelor's degree in computer science informatics or information science. 2 3 years of experience analyzing designing developing installing and maintaining .net web based applications and services. experience supporting an enterprise level web application and website with emphasis in the following developing multi tier web applications with .net web forms .net mvc and c#. experience with html css and javascript and modern web browsers. developing and debugging with microsoft visual studio. managing data with ms sql server 2014+ and working with ssis packages. experience with xml json and querying data from web services. managing internet information services iis on windows server. managing source code with git. familiarity with and interest in applying accessibility standards to code. experience managing a public website within a .net content management system. web application development experience in a collaborative environment practicing good code management techniques and well refined code documentation skills. excellent communication skills and the ability to work well in a diverse team oriented environment. high level of self initiated problem solving skills and an ability to prioritize tasks to meet multiple deadlines. strong written and verbal communication skills; strong interpersonal skills including problem solving and consensus building. excellent organizational skills accuracy and self motivation; and demonstrated customer service focus. equivalent education experience will substitute for all minimum qualifications except when there are legal requirements such as a license certification registration. desired 1+ years’ experience supporting managing web infrastructure in a higher education institution. experience with cloud service providers like microsoft azure or amazon web services. working experience with kentico content management system. knowledge of crm systems content delivery systems other web application technologies. application development techniques unit testing entity framework web services rest working conditions this position requires a flexible work schedule and the ability to work some evenings and or weekends. conditions of employment appointment to this position is contingent upon obtaining satisfactory results from a criminal background check application process the application process for uw positions may include completion of a variety of online assessments to obtain additional information that will be used in the evaluation process. these assessments may include work authorization criminal conviction history cover letter and or others. any assessments that you need to complete will appear on your screen as soon as you select “apply to this position”. once you begin an assessment it must be completed at that time; if you do not complete the assessment you will be prompted to do so the next time you access your “my jobs” page. if you select to take it later it will appear on your ""my jobs"" page to take when you are ready. please note that your application will not be reviewed and you will not be considered for this position until all required assessments have been completed. the university of washington is a leader in environmental stewardship & sustainability and committed to becoming climate neutral. the university of washington is an equal opportunity affirmative action employer. to request disability accommodation in the application process contact the disability services office at 206 543 6450 206 543 6452 tty or dso@uw.edu . apply for this job"
222,222,http://www.indeed.com/rc/clk?jk=2c13c1070a6cc381&fccid=dcaff20290660bac&vjs=3,"Seattle, WA",Web Developer,"Earth Resources Technology, Inc",part time approx. 15 40 hrs wk
223,223,http://www.indeed.com/rc/clk?jk=28f1eaf53c3274f5&fccid=37ebf18f2e239740&vjs=3,"New York, NY",Full Stack Developer,Wellthy,at wellthy we dream of the day when taking care of the sick and the elderly becomes seamlessly human and tech powered. wellthy is evolving the way we take care of each other. we are building a better healthcare experience for people with complex chronic and aging family members. as a senior full stack web developer you will have a large impact on the product. joining us at this stage will offer you the opportunity to grow with the company. you will report to the cto and partner closely with the rest of our product team to scope and run full projects to deliver new features for the wellthy platform. in the first three months at wellthy you will own entire projects from start to finish see your code go into production on a daily basis gain experience at all levels of our stack help scale and evolve the wellthy platform as the company grows make a strong contribution to the company culture and leadership team who we’re looking for you are an experienced developer who has built and maintained a large scale responsive web app using django and react . like everyone you have your favorite technologies but you’re not dogmatic about them. in fact you enjoy learning new technologies on a regular basis. you derive satisfaction not just from clean code and creative solutions but from producing a genuinely useful product that improves the lives of others. you’re proud of the code you write and more importantly the products you create. you are comfortable running with a project on your own but enjoy collaborating with talented and thoughtful colleagues. you realize life is short and that what you build and who you build it with matters. benefits perks health dental and eye insurance coverage relaxed vacation policy 2 weeks min. per year encouraged macbook pro and any other office setup desired i.e. 4k monitor free snacks happy hours and weekly team lunch twice weekly boot camp classes and of course covered access to wellthy for your own family's care coordination needs about wellthy wellthy is a healthcare coordination service. we use dedicated care coordinators and our seamless technology platform to project manage healthcare for families with sick and aging loved ones. wellthy takes the pain out of healthcare – scheduling appointments finding the right specialists researching treatment options managing insurance organizing records communicating with family members and much more. we add a layer of much needed customer service to the health system – giving families help hope and peace of mind. get the care you and your loved ones deserve. with a wellthy care coordinator you'll always have someone on your side. find out more https wellthy.com
224,224,http://www.indeed.com/rc/clk?jk=5b907f5b59aee394&fccid=82656d64a9a3e6a7&vjs=3,"Plano, TX",Web Applications Developer,Ericsson,job summary web applications developer we are seeking a highly skilled experienced web developer to join our team. in this role you will be part of a scrum team designing and developing high volume low latency technology application solutions that have a common ui ux are scalable reusable and enterprise grade. you will resolve technical issues through debugging research and investigation. you will focus on development throughout all phases of the agile development lifecycle and must have a solid skill set a desire to continue to grow as a developer and a team player mentality. responsibilities designing and developing user interfaces to internet intranet applications designing and developing application backend databases writing well designed testable efficient code ensuring designs follow specifications preparing production releases of software components troubleshooting development and production problems across multiple environments and operating platforms identify potential challenges and bottlenecks and address them proactively application documentation application support activities contributing to team meetings and team success key qualifications bs ms degree in computer science engineering or a related subject proven hands on software development experience proven working experience in java development excellent knowledge of relational databases excellent teamwork and interpersonal skills excellent verbal & written communication delivering results & meeting customer expectations planning and organizational skills web ui ux html5 css css3 javascript jquery polymerjs nodejs mongodb sql experience using at least one application testing framework library additional preferred qualifications knowledge of managed service telecom operations practice preferred versionone hadoop git docker test driven development safe disclaimer the above statements are intended to describe the general nature and level of work being performed by employees assigned to this classification. they are not intended to be construed as an exhaustive list of all responsibilities duties and skills required of employees assigned to this position. therefore employees assigned may be required to perform additional job tasks required by the manager. we are proud to be an eeo aa employer m f disabled veterans. we maintain a drug free workplace and perform pre employment substance abuse testing. ericsson provides equal employment opportunities eeo to all employees and applicants for employment without regard to race color religion sex sexual orientation gender identity marital status pregnancy parental status national origin ethnic background age disability political opinion social status protected veteran status union membership or genetics information. ericsson complies with applicable country state and all local laws governing nondiscrimination in employment in every location across the world in which the company has facilities. in addition ericsson supports the un guiding principles for business and human rights and the united nations global compact. this policy applies to all terms and conditions of employment including recruiting hiring placement promotion termination layoff recall transfer leaves of absence compensation training and development. ericsson expressly prohibits any form of workplace harassment based on race color religion sex sexual orientation gender identity marital status pregnancy parental status national origin ethnic background age disability political opinion social status protected veteran status union membership or genetic information. ericsson will not discharge or in any other manner discriminate against employees or applicants because they have inquired about discussed or disclosed their own pay or the pay of another employee or applicant. however employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information unless the disclosure is a in response to a formal complaint or charge b in furtherance of an investigation proceeding hearing or action including an investigation conducted by ericsson or c consistent with ericsson’s legal duty to furnish information. employee polygraph protection act notice employers are generally prohibited from requiring or requesting any employee or job applicant to take a lie detector test and from discharging disciplining or discriminating against an employee or prospective employee for refusing to take a test or for exercising other rights under the act. for more information visit https www.dol.gov whd regs compliance posters eppac.pdf. ericsson is an equal opportunity employer and is committed to providing reasonable accommodation for qualified disabled individuals during the application and hiring process. ericsson will make modifications or adjustments to the job application or interview process that will enable a qualified applicant to be considered for a position. if you require an accommodation due to a disability please contact ericsson at hr.direct.dallas@ericsson.com or 866 374 2272 us or 877 338 9966 canada for further assistance. primary country and city united states us || || plano || 21092
225,225,http://www.indeed.com/rc/clk?jk=0dad90f78077fe77&fccid=973370e1cf270e18&vjs=3,"Sunnyvale, CA",Front End Web Developer,Balluun Inc,job description we’re looking for a front end web developer who can design and implement new and our existing social b2b marketplace dynamic scalable web application s using web development best practices and processes. the front end web developer will adopt embrace and promote agile test driven practices with the team. we’re looking for someone who values team excellence and has a passion for quality and writing clean solid readable and reusable code that scales and performs well. the candidate should be able to take on difficult technical challenges and be comfortable working in a small fast paced agile environment. responsibilities interact with cross functional teams both internal and external in analyzing and translating the functional requirements into technical solutions and specifications. participate in the architectural discussions and provide technical insights into user experience design decisions to maintain consistency across multiple product platforms. develop web applications user interfaces data visualizations and reports that interface various backend systems and services. research debug and provide bug fixes for new releases and production issues. create and maintain documentation diligently for ux ui design standards technical topics processes and all code changes. requirements a bachelor’s degree in computer science or related discipline. 7+ years of experience in software development specifically front end ui web application development using javascript html5 css3 rest json etc. experience with modern javascript frameworks like backbone.js vue.js etc. experience with general ui template libraries like handlebars mustache etc. experience and understanding of ajax object oriented javascript dom and xml. knowledge of problems and solutions for cross browser compatibility knowledge of techniques for improving performance of the web pages using html js and css optimization ability to code according to varying levels of specifications created by ui designers in order to create mock ups prototypes and final product ability to work in highly interactive design cycles experience building products for fast growing web or mobile products a solid foundation in computer science with strong competencies in data structures algorithms and software design. comfortable in a small intense and high growth start up environment. preferred must be team player with solid communication skills strong time management creative analytical problem solving skills and attention to detail working individually and in small teams. experience building mobile & large scale web based e commerce applications. proficiency with php node js framework. proficiency with cloud computing concepts and developing with amazon aws. experience using messaging queues such as rabbitmq. experience using atlassian toolset jira confluence bitbucket . compensation competitive salary and stock options based on experience. comprehensive health insurance including medical dental and vision plans. retirement plan 401k. flexible workplaces and work hours. flexible pto. health initiative that includes on site gym. about balluun is a growing software as a service saas start up company in the exciting and expanding b2b social commerce space. balluun launches industry specific social marketplaces where b2b wholesale sellers and buyers can discover connect and engage with each other to grow and expand their business while conducting all transactions securely on an industry relevant social commerce platform. balluun’s multi tenant cloud architecture enables partners to easily and cost effectively create and scale their digital marketplaces with a fully integrated social experience to deliver b2b e commerce 24 7 365.
226,226,http://www.indeed.com/rc/clk?jk=142732e36f719578&fccid=dd616958bd9ddc12&vjs=3,"Washington, DC","Front-End Developer, TS/SCI Clearance",Talent Savant,job summary serve as a front end web developer working on next generation desktop applications in support of the intelligence community design prototype develop and implement applications using several web programming technologies including angularjs html css and javascript troubleshoot technical issues and recommend appropriate action work with product owners and user experience designers on the planning and implementation functional required qualifications active ts sci clearance 2 5+ years of experience with the modern web technology stack 1 2+ years of experience with web application development using angularjs experience with javascript html and css ba or bs degree additional preferred qualifications experience with frontend building testing and profiling technologies including bower grunt jasmine karma or protractor experience with troubleshooting cross browser compatibility issues knowledge of leaflet and d3 knowledge of lodash knowledge of sass and less knowledge of ui and ux possession of excellent oral and written communication skills ts sci clearance with a polygraph position details location of position bolling afb washington dc work schedule day shift
227,227,http://www.indeed.com/rc/clk?jk=4533a8b0516d5755&fccid=4e041af1d0af1bc8&vjs=3,"Reston, VA",Front End Web Developer,Booz Allen Hamilton,booz allen hamilton has been at the forefront of strategy and technology for more than 100 years. today the firm provides management and technology consulting and engineering services to leading fortune 500 corporations governments and not for profits across the globe. booz allen partners with public and private sector clients to solve their most difficult challenges through a combination of consulting analytics mission operations technology systems delivery cybersecurity engineering and innovation expertise. front end web developer key role design prototype develop and implement applications using several web programming languages. apply expertise in internet intranet or extranet based applications development xml html cold fusion java javascript java beans frontpage enterprise java beans and corba com+ object development. work under broad supervision. troubleshoot basic problems and recommend appropriate action. basic qualifications experience with javascript html and css experience with agile software development top secret clearance required hs diploma or ged and 3 years of experience with a modern technology stack or ba or bs degree in cs and 1 year of experience with web application development using angular js or other javascript frameworks additional qualifications experience with restful apis java and relational databases experience with troubleshooting cross browser compatibility issues knowledge of leaflet and d3 knowledge of ui and ux possession of excellent oral and written communication skills security+ certification agile certification clearance applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; top secret clearance is required. integrating a full range of consulting capabilities booz allen is the one firm that helps clients solve their toughest problems by their side to help them achieve their missions. booz allen is committed to delivering results that endure. we are proud of our diverse environment eoe m f disability vet.
228,228,http://www.indeed.com/rc/clk?jk=9210937897c23d73&fccid=5ca0ed3646d14f5d&vjs=3,"Washington, DC",Junior Web Developer,DDC Public Affairs,at ddc we provide public affairs solutions that enable our clients to identify manage and communicate with their political assets and advocates. through our unique blend of professional services and technology solutions we establish rich connections with targeted audiences and empower our clients to build the relationships necessary to win on their public policy campaigns. about the role as a junior web developer you will be working on high profile and large scale web projects with a team of seven developers. in addition you will be collaborating with our design team on implementations and improvements to our interactive offerings as well as working with our director of web development on defining best practices processes and procedures for the team. to succeed as a web developer you will be self motivated have the ability to work independently but also be able to collaborate with individuals across departments. requirements for this position include hand coding html css as well as wordpress plugin and theme development experience working with design tools such as photoshop to create markup from layered psds. you'll have strong experience with wordpress writing javascript jquery and ajax from scratch developing debugging for multiple browsers recent versions of firefox internet explorer safari and chrome hand coding html about working at ddc we are committed to ensuring each member of our team is a key contributor and support that by fostering a collaborative work environment and entrepreneurial spirit throughout the organization. in addition you will receive benefits including casual dress professional development opportunities a comprehensive health insurance package 401 k match commuter stipend and an on site gym. ddc is an equal opportunity employer m f disability protectedvet
229,229,http://www.indeed.com/rc/clk?jk=3c56e6a80317c6a6&fccid=7993138b2bf5254a&vjs=3,"Boston, MA",Web Developer,Eaton Vance,by joining eaton vance you’ll become part of a company that has one of the best employee retention rates in the financial services industry. we offer competitive salaries generous benefits and tremendous opportunities for growth and development. if you do not see a position that fits your career objectives please return to this site in the future as our hiring needs will change. we look forward to your becoming a part of our continued success description the developer will work with all members of their team to implement and support projects and systems for all global distribution projects. the primary focus of this position is the ownership and support of various software systems utilized throughout the enterprise. developers should work with senior developers and client end users on it related projects. this individual may facilitate project meetings to discuss end user requirements. the individual must be motivated well organized be sensitive to project and production deadlines have a quick learning ability be able to work both independently and in a team environment. demonstrated ability to work well under pressure and to handle multiple tasks at one time. primary responsibilities understands the integrity of development models including the enforcement of standards policies and system stewardship principles assists with team members evaluating and implementing vendor tools and processes ability to work with non technical end users to interpret and document user requirements and develop functional specifications performs unit tests of individual application updates and is responsible for creating basic test plans participates in code reviews to maintain standard coding practices participates in system enhancement and operational processes. will assist with application support documents used by the overnight support team for critical processes. off hour availability is required develops a partner relationship with clients through continuous business education manage operationally focused projects e.g. non political data workflow oriented . responsible for project tracking and status reporting obtains technical understanding of our content management system cms ensure cross browser and cross device compatibility with an emphasis on css3 and responsive design comply with sarbanes oxley and other regulatory requirements including user access and maintenance of key records resolve other web team responsibilities as assigned job requirements a bachelor’s degree required. a degree in computer science management information systems or equivalent is preferred 2 4 years demonstrated experience in website development is required 1 5 years development experience in cascading style sheet css is required development experience with php css javascript microsoft sql server iis and other development tools are required knowledge of software development and the system implementation life cycle is a required exposure to content management system cms software is desirable experience gathering requirements and creating functional specifications is preferred experience creating and executing test plans is preferred strong desire to learn and develop new skills able to work both independently and in a team environment under time pressures effective written and verbal communications skills eaton vance is an equal opportunity employer and is committed to providing a work environment that is free of discrimination and harassment. it does not discriminate against applicants or employees with respect to any terms or conditions of employment on account of race color religion creed national origin ancestry sex sexual orientation age genetic information physical or mental disability actual or perceived medical condition including genetic characteristics marital status citizenship status military service status gender gender identity registered domestic partner status or any other characteristic protected by applicable federal state or local laws. eaton vance also prohibits discrimination based on the perception that anyone has any of those characteristics or is associated with a person who has or is perceived as having any of those characteristics. this commitment applies to all persons involved in the operations of eaton vance and prohibits unlawful discrimination by any employee of eaton vance including supervisors and co workers. all employment decisions shall be consistent with the principles of equal employment opportunity. the information on this web site is for u.s. residents only. the information on this web site does not constitute an offer to sell or a solicitation of an offer to purchase securities in any jurisdiction to any person to whom it is not lawful to make such an offer. eaton vance does not provide tax or legal advice. prospective investors should consult with a tax or legal advisor before making any investment decision. © eaton vance management. all rights reserved. two international place boston ma 02110
230,230,http://www.indeed.com/rc/clk?jk=7de49e172a0b038c&fccid=d9f6b3e9bc1f0235&vjs=3,"Hampton Roads, VA",Web Developer,"Marathon Consulting, Virginia Beach",marathon consulting is seeking a web developer to serve clients throughout the hampton roads va area including virginia beach norfolk chesapeake hampton and newport news. the ideal candidate will have at least 2 years of experience working with html css and 2 years of experience developing and implementing content management systems cms . marathon offers an attractive benefits training and salary package. the employee’s health dental life and long term disability are paid 100%. summary develop and implement high volume complex marketing and ecommerce websites develop user interfaces using html css and javascript jquery implement and customize content management systems cms such as umbraco ektron concrete5 drupal wordpress etc. implement responsive designs using bootstrap and other css frameworks requirements bs ba in technology related field preferred or relevant experience excellent written and oral communication skills ability to work with all levels of client staff and management strong knowledge of current web design principles search engine optimization seo responsive website development and usability standards 2 years developing html layouts using advanced css techniques with a focus on web standards and usability 2 years’ experience developing websites and implementing content management systems cms with programming languages such as asp asp.net c#.net php and vb.net
231,231,http://www.indeed.com/rc/clk?jk=99b6721b61deeb35&fccid=34765ba62ed4fc25&vjs=3,"Boston, MA",Full Stack Developer,UniBit Inc.,unibit is a fast growing artificial intelligence startup headquartered boston .our work is is changing how the world consumes information by summarizing data in real time. as a web developer you'll work closely with our data science team to implement product requirements through agile methodologies. this hybrid engineering role includes the development testing deployment and support of production application. requirements write server side and user facing applications for high volume data analytics and processing design interfaces apis and services that address immediate needs with an eye for future scaling and reuse analyze transform structure and crunch data that is growing in size diversity and complexity write tests to ensure the functionality and reliability of the team's code quickly create a prototype and then iteratively transform it into applications qualifications you have experience developing both back end systems and front end client applications you are proficient in modern web client side technologies and frameworks. you are passionate about technology and thrive in a dynamic environment with a focus on creative innovation over absolute perfection you know that one of the most valuable assets of a company is its data and you know how to keep it safe you acknowledge that creating things is hard and are excited to put in the effort to make it work you are an expert in at least one area of development performance security … you're willing to mentor other engineers not because you have to but because you want to you're willing to learn non mainstream languages benefits a competitive salary and generous stock options ergonomics and hardware of your choice flexible work hours tactical telecommuting and generous vacations a high impact role at the early stages of a growing tech start up career growth in of the hottest area of the world of technology today
232,232,http://www.indeed.com/rc/clk?jk=12eccc948ecc3b73&fccid=81bd9fc654a6fa39&vjs=3,"Rancho Cucamonga, CA",Jr. Web Applications Developer,"General Micro Systems, Inc.",general micro systems inc. has been an innovator in embedded system technology since 1979 encompassing all phases of the design and manufacture of single board computers and systems. gms products are used around the globe in diverse industries such as aerospace defense medical instrumentation industrial control robotics telecommunications and semiconductor manufacturing. with an unparalleled commitment to modern technology gms has earned the highest level of respect from our customers the media and even the competition. gms has been recognized by the media for our innovation and we have received more ‘product of the year' awards than all of our competitors combined. we are proud of our professional staff with members that have been called “the most dedicated to its customers and vendors in the industry.” please visit our website at www.gms4sbc.com to learn more about general micro systems inc. we offer a competitive compensation and benefit package summary under the supervision of the sr. database administrator the jr. web developer will design create modify and maintain web based forms troubleshoot web applications and support staff with intranet related issues. nothing in this job description restricts management's right to assign or reassign duties and responsibilities to this job at any time. essential duties and responsibilities develop and maintain web based forms troubleshoot web applications support and assist staff with intranet related issues provide server and database maintenance support and assist staff with erp software transform user requirements into system features and applications design and develop user interfaces to applications ownership for development maintenance and understanding of applications in a functional business environment other duties as assigned education and experience minimum of bachelor's degree in computer science or equivalent years of experience experience with web fundamentals like html javascript react and css experience with scripting languages javascript powershell vbscript batch file programming knowledge of writing javascript and jquery understanding of cross browser and web development issues experience with relational databases and sql microsoft sql server mysql oracle t sql experience with adobe acrobat forms comfortable using windows command line experience with full stack development is a plus desired characteristics work ethic an individual with a natural motivation to work hard and stay busy; to be task oriented and not look for ways to perform at less than their fullest potential. this includes placing importance on being punctual and maintaining satisfactory attendance. attitude an individual that faces difficult situations to find solutions rather than dwelling on problems and strives to be a positive contributor to their team and the organization. maturity an individual having good character not gossiping not being overly dramatic and being a trustworthy coworker. an individual who understands that even the best plans will not always go perfectly and is capable of adapting to change to work through such situations and continue to treat others with respect. qualification requirements to perform this job successfully an individual must be able to perform each essential duty satisfactorily. the requirements listed below are representative of the knowledge skill and or ability required. reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. must be detail oriented and balance multiple projects simultaneously in a fast paced environment must possess the ability to successfully plan prioritize and organize work activities and adhere to strict deadlines follow instructions procedures and policies; identify and solve problems must be conscientious about assignments and complete work in a timely accurate and thorough manner require minimal supervision to successfully complete tasks and assignments must demonstrate initiative and ownership of assignments projects must report to work at scheduled time and maintain satisfactory attendance with limited unscheduled absences must exhibit a professional appearance and behavior and maintain satisfactory performance consistent with expectations of the position and gms policies requires excellent communication skills both verbally and in writing with executives colleagues and individuals internal or external must possess strong interpersonal skills able to effectively interact with all levels of employees and management must remain poised professional and diplomatic under pressure strong computer skills with a working knowledge of programs such as microsoft word excel outlook and power point remote desktop sql server management studio must possess the ability and desire to encourage and facilitate a positive and productive work environment for all employees must be able to work the standard 8am 5pm monday – friday schedule and overtime as required limited travel required language skills ability to effectively write routine reports and correspondence. ability to effectively present information and respond to questions from groups of managers vendors customers and employees in writing and verbally. mathematical skills ability to work with mathematical concepts and to apply concepts such as fractions percentages ratios and proportions to practical situations. reasoning ability ability to apply principles of logical thinking to a wide range of intellectual and practical problems. ability to interpret a variety of instructions furnished in written oral diagram or schedule form. physical requirements the physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. while performing the duties of this job the employee is regularly required to sit talk hear stand walk twist bend stoop reach above shoulder level and lift up to 30 lbs. with hands and arms use hands to finger handle feel or type and utilize a telephone copier printer computer calculator mouse keyboard and monitor to perform daily duties. the employee regularly engages in personal interaction with company personnel. specific vision abilities required by this job include close vision peripheral vision and ability to adjust focus and utilize a computer monitor under florescent lighting and or daylight where applicable. work environment the work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. the employee's work station is located in an upstairs enclosed office under fluorescent lighting the noise level in the work environment is usually moderate while performing duties of this job the employee is occasionally exposed to risk of electrical shock while performing the duties of this job the employee is regularly required to walk up and down one flight of stairs and approximately 1 block from building to building must be a us citizen permanent us resident or currently authorized to work in the u.s. on a full time basis without current or future employment sponsorship. in compliance with federal law all persons hired will be required to verify identity and eligibility to work in the united states and to complete the required employment eligibility verification form upon hire general micro systems inc. is an equal employment opportunity employer and prohibits discrimination and harassment of any kind gms is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. all employment decisions at gms are based on business needs job requirements and individual qualifications without regard to race color religion or belief national social or ethnic origin sex including pregnancy age physical mental or sensory disability hiv status sexual orientation gender identity and or expression marital civil union or domestic partnership status past or present military service family medical history or genetic information family or parental status or any other status protected by the laws or regulations in the locations where we operate. gms will not tolerate discrimination or harassment based on any of these characteristics. gms encourages applicants of all ages.
